key,ja
enc_cubehead_desc,"人間の顔を持った、立方体状の奇妙な存在。不器用に転がったり、敵に向かって体当たりをするだけで危険性はほとんどない。

立方体状の卵を産むケースが、稀に報告されている。"
enc_cubehead_stats,"学名: サイコロアタマ
起源宇宙: J-74-スタルハイム
分類: FA-H:1"
enc_cubehead_sub,ガルンガ
enc_cyberjoe,サイバージョー
enc_cyberjoe_ascendant,帰ってきたサイバージョー
enc_cyberjoe_ascendant_desc,"プランクによる制御プログラムを克服し、拡張手術を最大限に活用して精神を純エネルギー状態に昇華させたサイバージョー。

世界への復讐を目的にしているようだ。"
enc_cyberjoe_ascendant_stats,"ユニット名: N/A
役割: N/A
メーカー: N/A"
enc_cyberjoe_ascendant_sub,解き放たれし力
enc_cyberjoe_desc,"ジョージェフはその生理学的特性により、サイバネティクス強化に非常に適している。そのためディープラボのサイバネティクス研究部門は、この無害な生物で実験を繰り返している。

サイバージェフは、据え付けられた銃とパワフルなメカニカルアームで強化されている。小さなサイズにも関わらず、非常に強力だ。神経制御装置によってプランクへの忠誠心を植え付けられ、死ぬまでアグレッシブに戦おうとする。

重厚な装甲によって爆発物への耐性を有しているが、反物質の直撃には弱い。"
enc_cyberjoe_runner,サイバージョー・ランナー
enc_cyberjoe_runner_desc,"このサイバージョーは外骨格の脚で強化されており、驚くべき最高速度を誇る。8個の眼と360度の視界がターゲットを追跡し、搭載された銃もあらゆる方向を狙うことが可能。

他のサイバージョーよりも装甲を薄くしたことで、より速く移動できるようになった。"
enc_cyberjoe_runner_stats,"ユニット名: CJ-01
役割: 実験的, 戦闘
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_cyberjoe_runner_sub,ラン&ガン
enc_cyberjoe_spider,サイバージョー・スパイダー
enc_cyberjoe_spider_desc,"このジョージェフに対する残虐な改造は、彼の意思のほとんどを奪い去ってしまった。中心部の身体は、四足歩行の外骨格によってぶらぶらと引きずられている。鋭利な刃と、レーザーを照射する眼柄で武装しており、その意匠は<link=[quot]Mudrunner[quot]>マッドランナー</link>を彷彿とさせる。

その柔軟な身体は、機敏かつ予測不可能な動きを実現する。"
enc_cyberjoe_spider_stats,"ユニット名: CJ-02
役割: 実験的, 戦闘
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_cyberjoe_spider_sub,アラクノ・ジョー
enc_cyberjoe_stats,"ユニット名: CJ-00
役割: 実験的, 戦闘
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_cyberjoe_sub,死ぬまで撃ち続けろ
enc_cyberjoseph,サイバージョセフ
enc_cyberjoseph_desc,"サイバージョセフは、ジョセフ・ジェフリーの遺体を強化するサイバネティクスプラットフォームで、パイロットはジョセフ・ジェフリーの漲る力をコントロールできるようになる。最先端のプラズマキャノン、多連装ロケットシステム、そして圧倒的な破壊力を誇るパルスレーザーを装備しており、その巨大な肢体自体も十分な脅威となる。

サイバージョセフを完成させるには、ジョセフ・ジェフリーの出現と殺害が必要で、この要件を満たすのは容易なことではない。完成したとしても、運用時間はジョセフのバイオマスが生命力を失い始めるまでのわずか数時間に限られる。絶大な戦闘能力を加味しても、その複雑な過程を補うことは難しく、プランクは最悪のシナリオにおける運用のみを想定している。"
enc_cyberjoseph_stats,"ユニット名: CJ-9000
役割: 実験的, 戦闘
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_cyberjoseph_sub,最終手段
enc_datamasts,データマスト
enc_datamasts_desc,データマストは、リアクター内のネットワークを外部の世界とつなぐ巨大な情報伝送施設だ。リサイクルセンターに隣接する、天井の高い洞窟を通っている。
enc_datamasts_stats,ロケーション: <link=1>リサイクルセンター</link>付近の<link=0>クォンタムリアクターVII</link>
enc_datamasts_sub,ダイヤルアップ接続
enc_deep_labs,ディープラボ
enc_deep_labs_desc,"外部の目を欺くため地下深くに建設された研究施設で、コア付近のリアクターの影響から遮断されている。リアクター内におけるすべての研究は外部や一般人から秘匿されているが、中でもディープラボの活動はプランクの最上級スタッフにしか公開されていない。

驚くべきことに、<link=0>ブライアン</link>はディープラボの研究内容を知らなかった。ブライアン自身が思っていたよりも、<link=3>プランク</link>に信用されていなかったことが伺える。"
enc_deep_labs_stats,ロケーション: <link=1>コア</link>付近の<link=[quot]Locations/Quantum Reactor VII[quot]>クォンタムリアクターVII</link>
enc_deep_labs_sub,秘密の科学
enc_domicilium_alpha,ドミシリウム・アルファ
enc_domicilium_alpha_desc,<link=0>プランク</link>と<link=1>ブライアン</link>の起源宇宙。<link=2>ヒト</link>が優占種かつ唯一の知覚種族。既知の文明の中では最も技術的に進んでいて、知性を持つ生命体が存在する数少ない宇宙の一つ。
enc_domicilium_alpha_stats,クラス: クナブラス
enc_domicilium_alpha_sub,エゴイスティック
enc_drong,ドロング
enc_drong_desc,"ほぼ無害な草食動物。全長15メートル以上にも及ぶ巨大なドロングには、捕食者もほとんどいない。

巨大な角(空気で満たされていてコミュニケーションに用いる)と、磁気で浮遊する脊柱(装飾以外の用途はない)がユニークな特徴だ。"
enc_drong_stats,"学名: カンティザウルス
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:3"
enc_drong_sub,優しき巨人
enc_ember_soul,エンバーソウル
